,"Date","Max.TemperatureF","Mean.TemperatureF","Min.TemperatureF","Max.Dew.PointF","MeanDew.PointF","Min.DewpointF","Max.Humidity","Mean.Humidity","Min.Humidity","Max.Sea.Level.PressureIn","Mean.Sea.Level.PressureIn","Min.Sea.Level.PressureIn","Max.VisibilityMiles","Mean.VisibilityMiles","Min.VisibilityMiles","Max.Wind.SpeedMPH","Mean.Wind.SpeedMPH","Max.Gust.SpeedMPH","PrecipitationIn","CloudCover","Events","WindDirDegrees.br...","city","season"
24416,2014-12-03,"66","63","59","61","60","58","100","89","78","29.88","29.75","29.70","10","7","1","32","10","39","1.89","8","Rain-Thunderstorm","139<br />","San Francisco (CA)","Autumn"
24417,2014-12-04,"67","63","58","61","59","57","100","87","73","30.02","29.95","29.88","10","8","0","13","5","16","0.10","6","Fog-Rain","125<br />","San Francisco (CA)","Autumn"
24418,2014-12-05,"67","63","58","61","60","57","100","87","73","30.08","30.01","29.97","10","8","2","16","6","20","0.14","7","Rain","119<br />","San Francisco (CA)","Autumn"
24419,2014-12-06,"67","63","58","63","60","58","100","89","78","30.22","30.17","30.08","10","9","4","12","4","15","0.09","7","Rain","107<br />","San Francisco (CA)","Autumn"
24420,2014-12-07,"64","59","54","61","58","54","100","89","78","30.22","30.18","30.12","10","8","2","15","2","18","0.00","6","","193<br />","San Francisco (CA)","Autumn"
24421,2014-12-08,"68","62","56","61","58","55","100","89","78","30.18","30.15","30.12","10","10","8","10","3","12","0.00","6","","85<br />","San Francisco (CA)","Autumn"
24422,2014-12-09,"63","60","57","61","59","57","100","95","90","30.21","30.15","30.08","10","7","0","9","2","12","0.00","7","Fog","49<br />","San Francisco (CA)","Autumn"
24423,2014-12-10,"65","62","58","59","58","55","100","89","78","30.07","29.90","29.72","10","8","3","24","11","32","T","8","Rain","132<br />","San Francisco (CA)","Autumn"
24424,2014-12-11,"67","59","51","61","55","48","100","87","73","29.69","29.62","29.51","10","6","2","37","12","48","3.43","8","Rain","179<br />","San Francisco (CA)","Autumn"
24425,2014-12-12,"58","55","51","53","51","49","100","89","77","30.08","29.88","29.67","10","9","5","10","4","13","0.38","7","Rain","158<br />","San Francisco (CA)","Autumn"
24426,2014-12-13,"56","52","48","52","49","46","100","89","77","30.23","30.17","30.09","10","10","8","12","2","14","0.00","5","","100<br />","San Francisco (CA)","Autumn"
24427,2014-12-14,"61","55","49","55","50","48","93","83","72","30.14","30.06","29.98","10","10","6","14","6","18","0.14","7","Rain","107<br />","San Francisco (CA)","Autumn"
24428,2014-12-15,"63","58","52","55","53","51","100","97","93","29.97","29.88","29.83","10","8","2","29","12","33","1.37","8","Rain","122<br />","San Francisco (CA)","Autumn"
24429,2014-12-16,"63","57","50","55","51","45","100","83","65","29.95","29.90","29.82","10","9","5","26","9","36","0.84","6","Rain","154<br />","San Francisco (CA)","Autumn"
24430,2014-12-17,"60","55","50","54","51","48","100","84","67","30.08","30.03","29.95","10","9","5","20","6","24","0.21","7","Rain","154<br />","San Francisco (CA)","Autumn"
24431,2014-12-18,"60","56","52","55","52","50","100","88","75","30.19","30.12","30.06","10","10","6","12","3","14","0.02","7","Rain","130<br />","San Francisco (CA)","Autumn"
24432,2014-12-19,"59","57","55","58","56","52","100","90","80","30.16","30.13","30.10","10","7","1","14","5","21","0.38","8","Rain","110<br />","San Francisco (CA)","Autumn"
24433,2014-12-20,"62","59","56","59","57","53","100","89","78","30.25","30.18","30.12","10","7","2","9","3","10","0.02","7","Rain","123<br />","San Francisco (CA)","Autumn"
24434,2014-12-21,"63","61","58","61","60","59","100","97","93","30.32","30.28","30.25","10","8","2","24","11","29","0.02","7","Rain","274<br />","San Francisco (CA)","Winter"
24435,2014-12-22,"65","60","54","59","57","54","100","92","84","30.30","30.24","30.18","10","8","0","17","4","20","0.00","3","Fog","288<br />","San Francisco (CA)","Winter"
24436,2014-12-23,"68","60","51","58","55","52","100","82","63","30.23","30.17","30.12","10","10","10","15","4","17","0.00","1","","279<br />","San Francisco (CA)","Winter"
24437,2014-12-24,"62","55","48","58","51","40","100","82","63","30.11","30.05","29.97","10","9","2","33","12","43","0.04","5","Rain","270<br />","San Francisco (CA)","Winter"
24438,2014-12-25,"58","52","46","41","37","34","71","56","40","30.15","30.11","30.07","10","10","10","23","13","28","0.00","0","","323<br />","San Francisco (CA)","Winter"
24439,2014-12-26,"59","52","44","40","36","33","65","54","43","30.27","30.19","30.12","10","10","10","25","12","30","0.00","0","","3<br />","San Francisco (CA)","Winter"
24440,2014-12-27,"56","49","42","42","38","35","80","64","47","30.38","30.34","30.27","10","10","10","14","4","15","0.00","3","","129<br />","San Francisco (CA)","Winter"
24441,2014-12-28,"57","50","43","51","45","41","93","77","61","30.37","30.30","30.23","10","10","10","13","4","16","0.00","2","","240<br />","San Francisco (CA)","Winter"
24442,2014-12-29,"55","50","44","49","44","38","93","76","59","30.24","30.18","30.11","10","10","9","25","9","33","0.00","3","","305<br />","San Francisco (CA)","Winter"
24443,2014-12-30,"55","51","47","44","33","26","86","62","38","30.25","30.17","30.11","10","10","10","43","24","51","0.00","1","","2<br />","San Francisco (CA)","Winter"
24444,2014-12-31,"58","50","41","37","27","18","70","47","24","30.27","30.18","30.08","10","10","10","35","11","43","0.00","1","","2<br />","San Francisco (CA)","Winter"
